path,block,run,test,iso_label,width,height,mean,p95,p99,saturation_pct,dark_pct,sharpness,bright_points,centroids,quality_score,solve_ok,solve_ra,solve_dec,solve_fov,solve_roll,solve_matches,solve_time_ms,solve_mode,solve_error
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_iso_sweep_20260503_231251\pifinder_iso_sweep_20260503_231251_iso800_016.jpg,3,pifinder_iso_sweep_20260503_231251,iso_sweep,iso800,4080,3060,3.6086123456790125,5.0,6.0,0.0001646090534979424,50.363456790123465,7.208574702124676,132,23,138.220034424945,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_001.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.01115720164609,15.0,16.0,0.0003292181069958848,0.0001646090534979424,15.689653830233198,142,7,99.06731929248835,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_002.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,11.780934979423868,14.0,16.0,0.0003292181069958848,0.0,15.56388883158055,134,8,101.55474279262307,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_003.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.027451851851852,15.0,16.0,0.0003292181069958848,0.0,15.763477963641044,148,8,101.57470170582913,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_004.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.113032098765432,15.0,16.0,0.0003292181069958848,0.0003292181069958848,15.985255801152263,175,9,104.09687948958025,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_005.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.129183539094651,15.0,16.0,0.0003292181069958848,0.0,16.274943420844384,193,9,104.12584825154946,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_006.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.088,15.0,16.0,0.0003292181069958848,0.0,16.162951995732357,191,10,106.61464910903825,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_007.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.10607901234568,15.0,16.0,0.0003292181069958848,0.0001646090534979424,15.90990753019086,185,7,99.08934466248411,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_008.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.067412345679012,15.0,16.0,0.0003292181069958848,0.0001646090534979424,16.246007776473096,173,10,106.62295468711234,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_009.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.078612345679012,15.0,16.0,0.0003292181069958848,0.0001646090534979424,16.165060406035668,172,7,99.11485995006859,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_010.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.106990946502057,15.0,16.0,0.0003292181069958848,0.0003292181069958848,16.255748864502362,203,7,99.12392879591526,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_011.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.131649382716049,15.0,16.0,0.0003292181069958848,0.0,15.999257121102813,170,8,101.5982796215753,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_012.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.067000823045268,15.0,16.0,0.0001646090534979424,0.0,15.717209590340225,161,6,96.57089791376653,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_013.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.084641975308642,15.0,16.0,0.0001646090534979424,0.0,16.173130660193397,191,7,99.11649002075184,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_014.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.10448559670782,15.0,16.0,0.0003292181069958848,0.0001646090534979424,16.042176655119647,213,11,109.10257157497699,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_015.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.12963621399177,15.0,16.0,0.0003292181069958848,0.0,16.064965288126132,176,9,104.10485043827764,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_016.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.131945679012345,15.0,16.0,0.0,0.0,15.910671823723348,201,9,104.09106718237234,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_017.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.157682304526748,15.0,17.0,0.0001646090534979424,0.0,15.920122656909346,250,7,99.09118922042344,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_018.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.131058436213992,15.0,16.0,0.0,0.0,15.946141403311826,223,8,101.59461414033119,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_019.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.16081646090535,15.0,16.0,0.0,0.0,16.18676170339616,199,8,101.61867617033961,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_020.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.105198353909465,15.0,16.0,0.0003292181069958848,0.0,16.017858773333334,194,9,104.10013978679835,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_021.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.119807407407407,15.0,16.0,0.0003292181069958848,0.0001646090534979424,16.16391324735999,236,7,99.11474523420102,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_022.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.160999176954732,15.0,16.0,0.0003292181069958848,0.0,15.98148612087182,201,7,99.09650252155221,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_023.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.131588477366256,15.0,16.0,0.0003292181069958848,0.0,15.896375150411352,208,8,101.58799142450616,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_024.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.127512757201647,15.0,16.0,0.0001646090534979424,0.0003292181069958848,15.730969681426613,235,9,104.07227392287517,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_025.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.180314403292181,15.0,16.0,0.0001646090534979424,0.0,15.890114933674745,213,8,101.58818844809998,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_026.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.076934979423868,15.0,16.0,0.0003292181069958848,0.0,16.116999979626414,175,8,101.61005390742767,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_027.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.091231275720165,15.0,16.0,0.0003292181069958848,0.0001646090534979424,15.976643679902454,203,8,101.59601827745527,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_028.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.066997530864198,15.0,16.0,0.0001646090534979424,0.0,15.715922121018137,210,6,96.57076916683432,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_029.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.041869958847737,15.0,16.0,0.0001646090534979424,0.0001646090534979424,16.053649192769395,191,7,99.10454187400944,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\3\pifinder_manual_burst_20260503_231244\pifinder_manual_burst_20260503_231244_iso3200_030.jpg,3,pifinder_manual_burst_20260503_231244,manual_burst,iso3200,4080,3060,12.10352098765432,15.0,16.0,0.0003292181069958848,0.0001646090534979424,15.848929820890449,171,9,104.08324689155407,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_camera_sweep_20260503_231416\pifinder_camera_sweep_20260503_231416_iso3200_001.jpg,4,pifinder_camera_sweep_20260503_231416,camera_sweep,iso3200,4080,3060,11.901721810699588,15.0,17.0,0.0,0.0,15.228559998024691,273,15,119.02285599980247,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_camera_sweep_20260503_231416\pifinder_camera_sweep_20260503_231416_iso3200_002.jpg,4,pifinder_camera_sweep_20260503_231416,camera_sweep,iso3200,4080,3060,11.4536658436214,14.0,16.0,0.0,0.0001646090534979424,14.955287522972446,393,13,113.99552875229725,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_camera_sweep_20260503_231416\pifinder_camera_sweep_20260503_231416_iso3200_003.jpg,4,pifinder_camera_sweep_20260503_231416,camera_sweep,iso3200,4080,3060,11.58800329218107,14.0,16.0,0.0,0.0,14.633687233585665,417,15,118.96336872335857,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_camera_sweep_20260503_231416\pifinder_camera_sweep_20260503_231416_iso3200_004.jpg,4,pifinder_camera_sweep_20260503_231416,camera_sweep,iso3200,4080,3060,11.640385185185185,14.0,16.0,0.0,0.0,14.818374786401801,428,15,118.98183747864017,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_camera_sweep_20260503_231416\pifinder_camera_sweep_20260503_231416_iso3200_005.jpg,4,pifinder_camera_sweep_20260503_231416,camera_sweep,iso3200,4080,3060,11.547532510288066,14.0,16.0,0.0,0.0,14.831904738844012,408,16,121.4831904738844,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_camera_sweep_20260503_231416\pifinder_camera_sweep_20260503_231416_iso3200_006.jpg,4,pifinder_camera_sweep_20260503_231416,camera_sweep,iso3200,4080,3060,11.56196378600823,14.0,16.0,0.0,0.0,14.607241405005336,369,16,121.46072414050053,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_camera_sweep_20260503_231418\pifinder_camera_sweep_20260503_231418_iso3200_001.jpg,4,pifinder_camera_sweep_20260503_231418,camera_sweep,iso3200,4080,3060,7.743116049382716,11.0,13.0,0.0,0.0003292181069958848,11.848944176937797,106,80,231.18489441769378,False,,,,,,5288.429100000002,free_fov,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_camera_sweep_20260503_231418\pifinder_camera_sweep_20260503_231418_iso3200_002.jpg,4,pifinder_camera_sweep_20260503_231418,camera_sweep,iso3200,4080,3060,8.244995884773662,12.0,14.0,0.0,0.0,11.642705027442293,79,64,230.16427050274422,False,,,,,,5155.950200000007,free_fov,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_camera_sweep_20260503_231418\pifinder_camera_sweep_20260503_231418_iso3200_003.jpg,4,pifinder_camera_sweep_20260503_231418,camera_sweep,iso3200,4080,3060,8.27427818930041,12.0,14.0,0.0,0.0,12.069434182664567,86,77,231.20694341826646,True,106.8014504588436,-40.712279180561644,16.87506478675664,321.79086077015864,29,3828.6437000000005,free_fov,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_camera_sweep_20260503_231418\pifinder_camera_sweep_20260503_231418_iso3200_004.jpg,4,pifinder_camera_sweep_20260503_231418,camera_sweep,iso3200,4080,3060,8.177772839506172,12.0,13.0,0.0,0.0,11.90550124314112,208,64,231.19055012431411,True,52.155121251158754,-65.49102633973688,24.423606710869933,320.7040398429552,28,930.6873000000024,free_fov,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_camera_sweep_20260503_231418\pifinder_camera_sweep_20260503_231418_iso3200_005.jpg,4,pifinder_camera_sweep_20260503_231418,camera_sweep,iso3200,4080,3060,8.170581069958848,12.0,14.0,0.0,0.0,12.075519133779743,213,78,231.20755191337798,False,,,,,,5106.489099999991,free_fov,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_camera_sweep_20260503_231418\pifinder_camera_sweep_20260503_231418_iso3200_006.jpg,4,pifinder_camera_sweep_20260503_231418,camera_sweep,iso3200,4080,3060,8.143871604938271,12.0,14.0,0.0,0.0,12.023345136344393,200,74,231.20233451363444,False,,,,,,5091.2222999999985,free_fov,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso1600_017.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso1600,4080,3060,6.675112757201646,9.0,11.0,0.0,0.000823045267489712,13.334749698453825,696,38,176.33347496984538,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso1600_018.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso1600,4080,3060,6.717758024691358,9.0,11.0,0.0,0.0004938271604938272,13.532939868789649,741,36,171.35329398687895,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso1600_019.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso1600,4080,3060,6.677555555555555,9.0,11.0,0.0,0.0003292181069958848,13.571952494556045,737,36,171.3571952494556,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso1600_020.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso1600,4080,3060,6.67042962962963,9.0,11.0,0.0,0.0009876543209876543,13.590415831892834,668,40,181.35904158318928,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso1600_021.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso1600,4080,3060,6.667511111111111,9.0,11.0,0.0,0.0006584362139917696,13.507256770847263,703,32,161.35072567708474,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso1600_022.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso1600,4080,3060,6.667955555555555,9.0,11.0,0.0,0.0001646090534979424,13.247703111230333,693,42,186.32477031112305,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso1600_023.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso1600,4080,3060,6.648316049382716,9.0,11.0,0.0,0.0003292181069958848,13.297685062057614,633,31,158.82976850620577,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso1600_024.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso1600,4080,3060,6.679786008230453,9.0,11.0,0.0,0.000823045267489712,13.522336781626107,682,36,171.3522336781626,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso3200_025.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso3200,4080,3060,11.50514732510288,14.0,16.0,0.0,0.0,15.200596822289285,408,15,119.02005968222893,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso3200_026.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso3200,4080,3060,11.507697119341564,14.0,16.0,0.0,0.0,15.620087009530389,416,15,119.06200870095304,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso3200_027.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso3200,4080,3060,11.450893827160494,14.0,16.0,0.0,0.0,14.945505697657198,334,16,121.49455056976572,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso3200_028.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso3200,4080,3060,11.524269958847736,14.0,16.0,0.0,0.0,15.388394633530798,396,15,119.03883946335309,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso3200_029.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso3200,4080,3060,11.518855967078188,14.0,16.0,0.0,0.0,15.306651704448848,381,16,121.53066517044489,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso3200_030.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso3200,4080,3060,11.514278189300411,14.0,16.0,0.0,0.0,15.19760826101441,386,12,111.51976082610145,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso3200_031.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso3200,4080,3060,11.57477366255144,14.0,16.0,0.0,0.0,15.527876129286525,398,12,111.55278761292865,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso3200_032.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso3200,4080,3060,11.552263374485596,14.0,16.0,0.0,0.0,15.330231441694863,434,19,129.03302314416948,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso400_001.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso400,4080,3060,2.0713777777777778,3.0,4.0,0.0,98.75390946502057,3.264552460442006,182,80,207.32332767402772,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso400_002.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso400,4080,3060,1.936567901234568,3.0,4.0,0.0,98.59539094650206,4.189812306332707,200,80,207.54266847343163,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso400_003.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso400,4080,3060,1.8262469135802468,3.0,3.0,0.0,99.08921810699589,4.338970829761046,154,80,207.1625225973794,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso400_004.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso400,4080,3060,1.8718831275720165,3.0,3.0,0.0,99.09596707818929,3.999400932253552,142,80,207.1231664306739,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso400_005.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso400,4080,3060,1.9111736625514404,3.0,3.0,0.0,99.06436213991769,3.9181107068068894,131,80,207.14032135874652,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso400_006.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso400,4080,3060,1.9256609053497942,3.0,3.0,0.0,99.03308641975309,3.83439115303155,148,80,207.15696997950067,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso400_007.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso400,4080,3060,1.9508576131687243,3.0,4.0,0.0,98.98567901234568,3.813318342057613,158,80,207.1927886243292,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso400_008.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso400,4080,3060,1.9448576131687243,3.0,3.0,0.0,99.00312757201645,3.7480754457240595,151,80,207.17230548695923,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso800_009.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso800,4080,3060,3.3213991769547326,5.0,6.0,0.0,66.17020576131686,6.179769832579722,583,39,178.11797698325796,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso800_010.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso800,4080,3060,3.2977020576131686,5.0,6.0,0.0,67.21530864197531,6.38477850277837,600,41,183.13847785027784,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso800_011.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso800,4080,3060,3.3097876543209876,5.0,6.0,0.0,66.61251028806583,6.302882869600501,615,34,165.63028828696005,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso800_012.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso800,4080,3060,3.319254320987654,5.0,6.0,0.0,66.47045267489712,6.274890790428289,573,41,183.12748907904282,False,,,,,,,,
G:\Mi unidad\01. Personal\12. AI Projects\PiFinder_movile_sensors\Test cam\4\pifinder_iso_sweep_20260503_231403\pifinder_iso_sweep_20260503_231403_iso800_013.jpg,4,pifinder_iso_sweep_20260503_231403,iso_sweep,iso800,4080,3060,3.338795061728395,5.0,6.0,0.0,66.43423868312756,6.2395593364724204,641,36,170.62395593364724,False,,,,,,,,
